"Year","Month","Day","Hour","Temp_15cm"
2014,5,1,10,13
2014,5,1,11,13.8
2014,5,1,12,14.15
2014,5,1,13,14.3
2014,5,1,14,14.8
2014,5,1,15,14.75
2014,5,1,16,14.9
2014,5,1,17,15.2
2014,5,1,18,15
2014,5,1,19,14.75
2014,5,1,20,14.45
2014,5,1,21,14.3
2014,5,1,22,14.15
2014,5,1,23,13.9
2014,5,2,0,13.7
2014,5,2,1,13.5
2014,5,2,2,13.3
2014,5,2,3,13.2
2014,5,2,4,13
2014,5,2,5,12.9
2014,5,2,6,12.75
2014,5,2,7,12.6
2014,5,2,8,12.5
2014,5,2,9,12.5
2014,5,2,10,12.6
2014,5,2,11,12.4
2014,5,2,12,12.5
2014,5,2,13,12.8
2014,5,2,14,13
2014,5,2,15,13.3
2014,5,2,16,13.3
2014,5,2,17,13.3
2014,5,2,18,13.3
2014,5,2,19,13.3
2014,5,2,20,13
2014,5,2,21,13
2014,5,2,22,13
2014,5,2,23,12.85
2014,5,3,0,12.8
2014,5,3,1,12.6
2014,5,3,2,12.6
2014,5,3,3,12.4
2014,5,3,4,12.4
2014,5,3,5,12.4
2014,5,3,6,12.4
2014,5,3,7,12.35
2014,5,3,8,12.1
2014,5,3,9,12.1
2014,5,3,10,12.2
2014,5,3,11,12.4
2014,5,3,12,12.4
2014,5,3,13,12.4
2014,5,3,14,12.6
2014,5,3,15,12.75
2014,5,3,16,12.8
2014,5,3,17,12.7
2014,5,3,18,12.6
2014,5,3,19,12.5
2014,5,3,20,12.4
2014,5,3,21,12.25
2014,5,3,22,12.1
2014,5,3,23,12.05
2014,5,4,0,11.9
2014,5,4,1,11.9
2014,5,4,2,11.9
2014,5,4,3,11.9
2014,5,4,4,11.85
2014,5,4,5,11.7
2014,5,4,6,11.7
2014,5,4,7,11.55
2014,5,4,8,11.5
2014,5,4,9,11.5
2014,5,4,10,11.5
2014,5,4,11,11.6
2014,5,4,12,11.85
2014,5,4,13,12
2014,5,4,14,12.25
2014,5,4,15,12.5
2014,5,4,16,12.6
2014,5,4,17,12.65
2014,5,4,18,12.6
2014,5,4,19,12.4
2014,5,4,20,12.25
2014,5,4,21,12.1
2014,5,4,22,11.9
2014,5,4,23,11.85
2014,5,5,0,11.7
2014,5,5,1,11.5
2014,5,5,2,11.5
2014,5,5,3,11.4
2014,5,5,4,11.2
2014,5,5,5,11.15
2014,5,5,6,11.1
2014,5,5,7,11.5
2014,5,5,8,11.45
2014,5,5,9,10.75
2014,5,5,10,10.4
2014,5,5,11,10.65
2014,5,5,12,10.95
2014,5,5,13,11.2
2014,5,5,14,11.65
2014,5,5,15,12
2014,5,5,16,12.25
2014,5,5,17,12.4
2014,5,5,18,12.4
2014,5,5,19,12.1
2014,5,5,20,12.1
2014,5,5,21,11.95
2014,5,5,22,11.9
2014,5,5,23,11.9
2014,5,6,0,11.7
2014,5,6,1,11.7
2014,5,6,2,11.7
2014,5,6,3,11.85
2014,5,6,4,11.75
2014,5,6,5,11.7
2014,5,6,6,11.75
2014,5,6,7,11.65
2014,5,6,8,11.45
2014,5,6,9,11.15
2014,5,6,10,10.8
2014,5,6,11,11.35
2014,5,6,12,11.7
2014,5,6,13,11.9
2014,5,6,14,12.55
2014,5,6,15,12.75
2014,5,6,16,13
2014,5,6,17,13.15
2014,5,6,18,13.35
2014,5,6,19,12.9
2014,5,6,20,12.7
2014,5,6,21,12.55
2014,5,6,22,12.4
2014,5,6,23,12.4
2014,5,7,0,12.4
2014,5,7,1,12.4
2014,5,7,2,12.25
2014,5,7,3,12.15
2014,5,7,4,12.65
2014,5,7,5,12.3
2014,5,7,6,12.5
2014,5,7,7,12.25
2014,5,7,8,11.8
2014,5,7,9,11.6
2014,5,7,10,11.65
2014,5,7,11,11.2
2014,5,7,12,11.4
2014,5,7,13,12.05
2014,5,7,14,12.8
2014,5,7,15,13.55
2014,5,7,16,13.25
2014,5,7,17,13.15
2014,5,7,18,13.4
2014,5,7,19,13.15
2014,5,7,20,13
2014,5,7,21,13.15
2014,5,7,22,12.65
2014,5,7,23,12.4
2014,5,8,0,12.55
2014,5,8,1,12.45
2014,5,8,2,12.1
2014,5,8,3,12.25
2014,5,8,4,12.2
2014,5,8,5,11.45
2014,5,8,6,11.3
2014,5,8,7,10.8
2014,5,8,8,10.8
2014,5,8,9,10.7
2014,5,8,10,10.55
2014,5,8,11,11.4
2014,5,8,12,11.4
2014,5,8,13,11.85
2014,5,8,14,12.65
2014,5,8,15,14.15
2014,5,8,16,13.7
2014,5,8,17,13.75
2014,5,8,18,13.45
2014,5,8,19,13.8
2014,5,8,20,13.65
2014,5,8,21,12.7
2014,5,8,22,12.5
2014,5,8,23,12.2
2014,5,9,0,12.35
2014,5,9,1,12
2014,5,9,2,11.8
2014,5,9,3,11.55
2014,5,9,4,11.35
2014,5,9,5,11.2
2014,5,9,6,11.05
2014,5,9,7,10.9
2014,5,9,8,10.8
2014,5,9,9,10.7
2014,5,9,10,11.25
2014,5,9,11,11.15
2014,5,9,12,11.85
2014,5,9,13,11.65
2014,5,9,14,12.4
2014,5,9,15,12.75
2014,5,9,16,12.9
2014,5,9,17,13.1
2014,5,9,18,12.55
2014,5,9,19,12.6
2014,5,9,20,12.3
2014,5,9,21,12.2
2014,5,9,22,12.45
2014,5,9,23,12.05
2014,5,10,0,11.9
2014,5,10,1,12.05
2014,5,10,2,12.05
2014,5,10,3,11.5
2014,5,10,4,11.4
2014,5,10,5,11.3
2014,5,10,6,11.4
2014,5,10,7,11.5
2014,5,10,8,11.45
2014,5,10,9,11.45
2014,5,10,10,11.3
2014,5,10,11,11.2
2014,5,10,12,12.1
2014,5,10,13,12.4
2014,5,10,14,12.4
2014,5,10,15,12.4
2014,5,10,16,12.45
2014,5,10,17,12.6
2014,5,10,18,12.25
2014,5,10,19,11.9
2014,5,10,20,11.9
2014,5,10,21,11.9
2014,5,10,22,11.9
2014,5,10,23,11.9
2014,5,11,0,11.95
2014,5,11,1,12
2014,5,11,2,12
2014,5,11,3,12.1
2014,5,11,4,12.1
2014,5,11,5,12
2014,5,11,6,11.9
2014,5,11,7,11.9
2014,5,11,8,11.9
2014,5,11,9,11.9
2014,5,11,10,12.4
2014,5,11,11,13
2014,5,11,12,13
2014,5,11,13,13.65
2014,5,11,14,13.95
2014,5,11,15,14.9
2014,5,11,16,14.7
2014,5,11,17,14.6
2014,5,11,18,14.75
2014,5,11,19,14.35
2014,5,11,20,14.3
2014,5,11,21,14.15
2014,5,11,22,13.8
2014,5,11,23,13.75
2014,5,12,0,13.9
2014,5,12,1,13.95
2014,5,12,2,14.3
2014,5,12,3,13.35
2014,5,12,4,13.25
2014,5,12,5,13.4
2014,5,12,6,12.85
2014,5,12,7,12.7
2014,5,12,8,12.7
2014,5,12,9,11.9
2014,5,12,10,12.1
2014,5,12,11,12.4
2014,5,12,12,12.9
2014,5,12,13,13.15
2014,5,12,14,13.6
2014,5,12,15,14.1
2014,5,12,16,14.65
2014,5,12,17,13.85
2014,5,12,18,14.2
2014,5,12,19,15.2
2014,5,12,20,14
2014,5,12,21,14.4
2014,5,12,22,14.95
2014,5,12,23,14.5
2014,5,13,0,14.2
2014,5,13,1,13.95
2014,5,13,2,13.05
2014,5,13,3,12.1
2014,5,13,4,12.15
2014,5,13,5,11.95
2014,5,13,6,11.9
2014,5,13,7,12.15
2014,5,13,8,12
2014,5,13,9,11.5
2014,5,13,10,11.45
2014,5,13,11,11.6
2014,5,13,12,11.8
2014,5,13,13,12.75
2014,5,13,14,12.4
2014,5,13,15,12.7
2014,5,13,16,13
2014,5,13,17,13.3
2014,5,13,18,13.8
2014,5,13,19,13.45
2014,5,13,20,13.2
2014,5,13,21,13.2
2014,5,13,22,12.75
2014,5,13,23,12.6
2014,5,14,0,12.8
2014,5,14,1,12.65
2014,5,14,2,12.2
2014,5,14,3,12.55
2014,5,14,4,12.75
2014,5,14,5,12.5
2014,5,14,6,12.3
2014,5,14,7,12.2
2014,5,14,8,12
2014,5,14,9,11.6
2014,5,14,10,11
2014,5,14,11,11.15
2014,5,14,12,11.95
2014,5,14,13,11.6
2014,5,14,14,11.9
2014,5,14,15,12.25
2014,5,14,16,12.5
2014,5,14,17,12.85
2014,5,14,18,13.05
2014,5,14,19,13
2014,5,14,20,13.25
2014,5,14,21,13.25
2014,5,14,22,12.35
2014,5,14,23,13
2014,5,15,0,12.2
2014,5,15,1,11.95
2014,5,15,2,11.8
2014,5,15,3,11.95
2014,5,15,4,11.75
2014,5,15,5,11.4
2014,5,15,6,11.5
2014,5,15,7,11.1
2014,5,15,8,11.1
2014,5,15,9,10.75
2014,5,15,10,11.25
2014,5,15,11,11.3
2014,5,15,12,11.25
2014,5,15,13,11.2
2014,5,15,14,11.6
2014,5,15,15,11.95
2014,5,15,16,12.15
2014,5,15,17,12.7
2014,5,15,18,12.9
2014,5,15,19,14.2
2014,5,15,20,13.75
2014,5,15,21,12.7
2014,5,15,22,12.45
2014,5,15,23,12.45
2014,5,16,0,11.8
2014,5,16,1,11.5
2014,5,16,2,11.3
2014,5,16,3,11.3
2014,5,16,4,11.2
2014,5,16,5,11.35
2014,5,16,6,11
2014,5,16,7,11
2014,5,16,8,10.9
2014,5,16,9,10.6
2014,5,16,10,10.95
2014,5,16,11,10.8
2014,5,16,12,11.25
2014,5,16,13,11.55
2014,5,16,14,11.9
2014,5,16,15,12.3
2014,5,16,16,12.5
2014,5,16,17,12.8
2014,5,16,18,13.85
2014,5,16,19,12.85
2014,5,16,20,12.65
2014,5,16,21,12.95
2014,5,16,22,12.9
2014,5,16,23,12.25
2014,5,17,0,12
2014,5,17,1,12
2014,5,17,2,11.35
2014,5,17,3,11.2
2014,5,17,4,11
2014,5,17,5,10.9
2014,5,17,6,10.8
2014,5,17,7,10.7
2014,5,17,8,10.4
2014,5,17,9,10.4
2014,5,17,10,10.55
2014,5,17,11,10.9
2014,5,17,12,11.3
2014,5,17,13,11.45
2014,5,17,14,11.6
2014,5,17,15,11.9
2014,5,17,16,12.1
2014,5,17,17,12.25
2014,5,17,18,12.4
2014,5,17,19,12.45
2014,5,17,20,12.8
2014,5,17,21,12.8
2014,5,17,22,12.7
2014,5,17,23,12
2014,5,18,0,11.8
2014,5,18,1,11.9
2014,5,18,2,11.9
2014,5,18,3,11.75
2014,5,18,4,11.6
2014,5,18,5,11.3
2014,5,18,6,11.2
2014,5,18,7,11.05
2014,5,18,8,11.35
2014,5,18,9,11.2
2014,5,18,10,11.15
2014,5,18,11,11.65
2014,5,18,12,12.1
2014,5,18,13,13.75
2014,5,18,14,14.25
2014,5,18,15,14.2
2014,5,18,16,14.1
2014,5,18,17,13.65
2014,5,18,18,13.8
2014,5,18,19,13.9
2014,5,18,20,14
2014,5,18,21,13.3
2014,5,18,22,13.6
2014,5,18,23,12.5
2014,5,19,0,12.8
2014,5,19,1,12.55
2014,5,19,2,12.4
2014,5,19,3,12.15
2014,5,19,4,11.9
2014,5,19,5,11.95
2014,5,19,6,12.05
2014,5,19,7,12.35
2014,5,19,8,11.3
2014,5,19,9,11.4
2014,5,19,10,12.1
2014,5,19,11,12.9
2014,5,19,12,13.35
2014,5,19,13,12.75
2014,5,19,14,12.25
2014,5,19,15,12.7
2014,5,19,16,12.8
2014,5,19,17,13.05
2014,5,19,18,14.1
2014,5,19,19,13.8
2014,5,19,20,13.75
2014,5,19,21,13.25
2014,5,19,22,13.45
2014,5,19,23,13.1
2014,5,20,0,13.65
2014,5,20,1,14.2
2014,5,20,2,12.7
2014,5,20,3,11.85
2014,5,20,4,11.9
2014,5,20,5,11.8
2014,5,20,6,11.9
2014,5,20,7,12.6
2014,5,20,8,12.15
2014,5,20,9,11.6
2014,5,20,10,12.15
2014,5,20,11,11.4
2014,5,20,12,11.7
2014,5,20,13,11.85
2014,5,20,14,12.65
2014,5,20,15,13
2014,5,20,16,13.2
2014,5,20,17,12.95
2014,5,20,18,13.15
2014,5,20,19,13.15
2014,5,20,20,13.05
2014,5,20,21,13.4
2014,5,20,22,13.5
2014,5,20,23,12.6
2014,5,21,0,13.4
2014,5,21,1,13.55
2014,5,21,2,12.5
2014,5,21,3,12.8
2014,5,21,4,12.55
2014,5,21,5,12.45
2014,5,21,6,12.95
2014,5,21,7,12.9
2014,5,21,8,12.6
2014,5,21,9,12.1
2014,5,21,10,11.5
2014,5,21,11,11.8
2014,5,21,12,11.95
2014,5,21,13,12.2
2014,5,21,14,12.65
2014,5,21,15,12.8
2014,5,21,16,13
2014,5,21,17,13.15
2014,5,21,18,13.5
2014,5,21,19,13.15
2014,5,21,20,13.45
2014,5,21,21,12.8
2014,5,21,22,12.8
2014,5,21,23,13
2014,5,22,0,12.6
2014,5,22,1,12.45
2014,5,22,2,12.4
2014,5,22,3,12.9
2014,5,22,4,12.4
2014,5,22,5,12.15
2014,5,22,6,12
2014,5,22,7,11.7
2014,5,22,8,11.75
2014,5,22,9,11.35
2014,5,22,10,11.3
2014,5,22,11,11.6
2014,5,22,12,11.7
2014,5,22,13,12.4
2014,5,22,14,12.65
2014,5,22,15,12.75
2014,5,22,16,13.15
2014,5,22,17,13.45
2014,5,22,18,13.2
2014,5,22,19,13.65
2014,5,22,20,14.05
2014,5,22,21,13.4
2014,5,22,22,13.85
2014,5,22,23,12.9
2014,5,23,0,12.75
2014,5,23,1,12.4
2014,5,23,2,12.25
2014,5,23,3,12.1
2014,5,23,4,12.35
2014,5,23,5,12.4
2014,5,23,6,12.4
2014,5,23,7,12.3
2014,5,23,8,12.15
2014,5,23,9,12
2014,5,23,10,12.1
2014,5,23,11,12.35
2014,5,23,12,12.55
2014,5,23,13,12.9
2014,5,23,14,12.9
2014,5,23,15,13.45
2014,5,23,16,13.7
2014,5,23,17,13.65
2014,5,23,18,13.8
2014,5,23,19,14
2014,5,23,20,13.5
2014,5,23,21,13.6
2014,5,23,22,13.3
2014,5,23,23,13.7
2014,5,24,0,13.85
2014,5,24,1,13.75
2014,5,24,2,13.55
2014,5,24,3,13.4
2014,5,24,4,13.5
2014,5,24,5,13.7
2014,5,24,6,13.75
2014,5,24,7,13.4
2014,5,24,8,13.35
2014,5,24,9,13.45
2014,5,24,10,13.4
2014,5,24,11,13.85
2014,5,24,12,13.55
2014,5,24,13,13.4
2014,5,24,14,13.7
2014,5,24,15,13.9
2014,5,24,16,13.9
2014,5,24,17,13.95
2014,5,24,18,14.05
2014,5,24,19,14.3
2014,5,24,20,14.05
2014,5,24,21,13.9
2014,5,24,22,13.9
2014,5,24,23,13.95
2014,5,25,0,13.95
2014,5,25,1,13.4
2014,5,25,2,13.55
2014,5,25,3,14.05
2014,5,25,4,14.05
2014,5,25,5,13.4
2014,5,25,6,13.25
2014,5,25,7,12.7
2014,5,25,8,13.6
2014,5,25,9,12.55
2014,5,25,10,12.7
2014,5,25,11,12.75
2014,5,25,12,13.4
2014,5,25,13,13.55
2014,5,25,14,13.85
2014,5,25,15,14.2
2014,5,25,16,14
2014,5,25,17,14.25
2014,5,25,18,14
2014,5,25,19,13.7
2014,5,25,20,14.5
2014,5,25,21,13.65
2014,5,25,22,13.5
2014,5,25,23,13.5
2014,5,26,0,13.6
2014,5,26,1,13.6
2014,5,26,2,13.3
2014,5,26,3,13.1
2014,5,26,4,12.95
2014,5,26,5,13.35
2014,5,26,6,13.15
2014,5,26,7,12.6
2014,5,26,8,12.9
2014,5,26,9,13.4
2014,5,26,10,12.75
2014,5,26,11,12.7
2014,5,26,12,12.95
2014,5,26,13,13.6
2014,5,26,14,13.4
2014,5,26,15,13.85
2014,5,26,16,14.05
2014,5,26,17,14.2
2014,5,26,18,14.35
2014,5,26,19,14.4
2014,5,26,20,14.4
2014,5,26,21,14.45
2014,5,26,22,14.1
2014,5,26,23,14.3
2014,5,27,0,14.4
2014,5,27,1,14.85
2014,5,27,2,14.4
2014,5,27,3,14.4
2014,5,27,4,14.3
2014,5,27,5,14
2014,5,27,6,13.85
2014,5,27,7,14.55
2014,5,27,8,13.5
2014,5,27,9,13.55
2014,5,27,10,14
2014,5,27,11,13.9
2014,5,27,12,14.7
2014,5,27,13,14.85
2014,5,27,14,14.65
2014,5,27,15,14.75
2014,5,27,16,13.65
2014,5,27,17,14.05
2014,5,27,18,13.5
2014,5,27,19,13.5
2014,5,27,20,13.4
2014,5,27,21,13.3
2014,5,27,22,14
2014,5,27,23,13.3
2014,5,28,0,13
2014,5,28,1,12.9
2014,5,28,2,12.8
2014,5,28,3,12.6
2014,5,28,4,12.4
2014,5,28,5,12.2
2014,5,28,6,12.1
2014,5,28,7,12.05
2014,5,28,8,11.9
2014,5,28,9,12
2014,5,28,10,12.05
2014,5,28,11,12.1
2014,5,28,12,12.5
2014,5,28,13,12.65
2014,5,28,14,12.9
2014,5,28,15,13
2014,5,28,16,12.8
2014,5,28,17,12.8
2014,5,28,18,13.05
2014,5,28,19,13
2014,5,28,20,12.8
2014,5,28,21,12.7
2014,5,28,22,12.6
2014,5,28,23,12.7
2014,5,29,0,12.25
2014,5,29,1,13
2014,5,29,2,12.4
2014,5,29,3,12.1
2014,5,29,4,12
2014,5,29,5,11.85
2014,5,29,6,11.8
2014,5,29,7,11.5
2014,5,29,8,11.35
2014,5,29,9,11.1
2014,5,29,10,11.1
2014,5,29,11,11
2014,5,29,12,11.3
2014,5,29,13,11.9
2014,5,29,14,12.55
2014,5,29,15,12.5
2014,5,29,16,12.9
2014,5,29,17,12.9
2014,5,29,18,12.95
2014,5,29,19,13.05
2014,5,29,20,13.35
2014,5,29,21,13.05
2014,5,29,22,12.7
2014,5,29,23,12.2
2014,5,30,0,12.6
2014,5,30,1,12.3
2014,5,30,2,11.95
2014,5,30,3,11.8
2014,5,30,4,11.7
2014,5,30,5,11.75
2014,5,30,6,11.75
2014,5,30,7,11
2014,5,30,8,10.85
2014,5,30,9,10.7
2014,5,30,10,10.85
2014,5,30,11,10.55
2014,5,30,12,10.8
2014,5,30,13,11.65
2014,5,30,14,11.85
2014,5,30,15,12.15
2014,5,30,16,12.6
2014,5,30,17,13.15
2014,5,30,18,12.75
2014,5,30,19,12.45
2014,5,30,20,12.15
2014,5,30,21,11.9
2014,5,30,22,11.75
2014,5,30,23,11.65
2014,5,31,0,11.5
2014,5,31,1,11.5
2014,5,31,2,11.5
2014,5,31,3,11.5
2014,5,31,4,11.5
2014,5,31,5,11.4
2014,5,31,6,11.3
2014,5,31,7,11.1
2014,5,31,8,11
2014,5,31,9,10.9
2014,5,31,10,10.9
2014,5,31,11,11
2014,5,31,12,11.2
2014,5,31,13,11.55
2014,5,31,14,11.9
2014,5,31,15,12.1
2014,5,31,16,12.25
2014,5,31,17,12.4
2014,5,31,18,12.3
2014,5,31,19,12.3
2014,5,31,20,12.15
2014,5,31,21,12.1
2014,5,31,22,12.1
2014,5,31,23,12.1
